        generated_by     ICGEM (hosted at GFZ-Potsdam)
     generating_date     2025/09/19
----------------------------------------------------------------------
           modelname     EIGEN-6C4
     max_used_degree          2190
----------------------------------------------------------------------
         tide_system     tide_free
    zero_degree_term     included
----------------------------------------------------------------------
          refsysname     WGS84
   max_degree_refpot             8
            gmrefpot      3.98600441800E+14[m**3/s**2]
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
----------------------------------------------------------------------
    number_of_points           102
      latlimit_north       51.560623850227    
      latlimit_south       50.741613385620    
      longlimit_west       70.965989527801    
      longlimit_east       71.940119882081    
----------------------------------------------------------------------
description of columns -----------------------------------------------
 1 identifier (from input)
 2 longitude  (from input)    [degree]
 3 latitude   (from input)    [degree]
 4 h_over_ell (from input)     [meter]
 -------------------------------------
 5 height_anomaly              [meter]  T(h)/normal_gravity(h)            
----------------------------------------------------------------------

end_of_head ================================================================
71            71.85554799   51.24614536  4.119338E+02 -3.200564227048E+01
72            71.78219327   51.38359206  4.196400E+02 -3.155876063176E+01
73            71.76201301   51.18623194  4.013916E+02 -3.197255991904E+01
74            71.03603609   51.01026422  3.132061E+02 -3.147869959838E+01
75            71.87745628   51.33750298  4.232469E+02 -3.182620987608E+01
76            71.36450896   51.30140667  3.225109E+02 -3.121430025813E+01
77            71.22232060   51.08213517  3.148899E+02 -3.154030358980E+01
78            71.14336646   51.01230732  3.127569E+02 -3.160274321680E+01
79            71.67436650   51.03272073  3.281842E+02 -3.218376125239E+01
80            71.04041502   51.14452028  3.333854E+02 -3.118339675467E+01
81            71.70812009   51.31326628  3.560537E+02 -3.160416068351E+01
82            71.35984835   51.01839530  3.256824E+02 -3.184470456333E+01
83            71.57162657   51.04638503  3.253720E+02 -3.202114360859E+01
84            71.70201123   51.23483466  4.047889E+02 -3.176248309335E+01
85            71.60853014   51.24361100  3.693635E+02 -3.160536146330E+01
86            71.05210597   51.22340382  3.094190E+02 -3.106485530770E+01
87            71.81423275   51.04878640  3.636871E+02 -3.237305417773E+01
88            71.47562520   51.27164620  3.552554E+02 -3.138212843664E+01
89            71.93825203   51.05278858  3.561924E+02 -3.259202742276E+01
90            71.54213604   51.14347359  3.532391E+02 -3.176589161837E+01
91            71.64221304   51.19249656  3.966346E+02 -3.177231204484E+01
92            71.33147518   51.07348545  3.160337E+02 -3.168468593337E+01
93            71.71188175   51.34950540  3.449423E+02 -3.153445001348E+01
94            71.25811296   51.00928408  3.218852E+02 -3.174785698887E+01
95            71.13003568   51.16022553  3.221521E+02 -3.125755022009E+01
96            71.89174667   51.08947236  3.407163E+02 -3.242989127131E+01
97            71.28143728   51.04232964  3.204852E+02 -3.169794199704E+01
98            71.06590147   51.18416425  3.232449E+02 -3.113802721462E+01
99            71.80508802   51.34760687  3.953038E+02 -3.167407052379E+01
100           71.04985998   51.09505823  3.169695E+02 -3.130679170151E+01
101           71.78690898   51.24628939  3.795803E+02 -3.187722982068E+01
102           71.82800211   51.00489441  3.423526E+02 -3.248006448102E+01
